source_facility_type,odhf_facility_type,latitude,longitude
retirement home,Nursing and residential care facilities,43.4358399,-80.4396966
long-term care home,Nursing and residential care facilities,42.877897,-82.135951
long-term care home,Nursing and residential care facilities,43.76728591,-79.27793126
mental health and addiction organization,Nursing and residential care facilities,43.66765829,-79.37508638
,Nursing and residential care facilities,49.1106832,-122.691835
long-term care home,Nursing and residential care facilities,46.48424888,-80.92711026
retirement home,Nursing and residential care facilities,43.25314089,-79.8584936
children's treatment centre,Ambulatory health care services,43.70983,-79.33261657
community support service,Ambulatory health care services,49.010889,-88.263254
long-term care home,Nursing and residential care facilities,43.42864339,-80.52997973
long-term care home,Nursing and residential care facilities,45.31439133,-75.9096673
retirement home,Nursing and residential care facilities,43.70622009,-79.4252491
retirement home,Nursing and residential care facilities,45.45881737,-75.5586327
,Nursing and residential care facilities,49.222888,-123.029207
family health team - contract,Ambulatory health care services,48.60819408,-93.39290826
mental health and addiction organization,Ambulatory health care services,48.62753689,-93.36073115
family health team - contract,Ambulatory health care services,48.42360286,-89.27392277
community support service,Ambulatory health care services,48.35463545,-89.26200206
community support service,Ambulatory health care services,43.61192657,-79.65063147
long-term care home,Nursing and residential care facilities,43.64665448,-79.39003029
long-term care home,Nursing and residential care facilities,43.7205599,-79.30496586
mental health and addiction organization,Ambulatory health care services,44.30605755,-78.3192866
community support service,Ambulatory health care services,44.30357875,-78.3203241
,Nursing and residential care facilities,49.222641,-123.029465
general,Hospitals,42.683425,-81.789223
retirement home,Nursing and residential care facilities,43.7877523,-79.46946902
long-term care home,Nursing and residential care facilities,43.15692506,-80.25558282
retirement home,Nursing and residential care facilities,43.75346767,-80.08819742
retirement home,Nursing and residential care facilities,44.33732175,-76.12701389
long-term care home,Nursing and residential care facilities,49.6848447,-83.67961927
long-term care home,Nursing and residential care facilities,42.99062027,-79.22461408
long-term care home,Nursing and residential care facilities,45.29369315,-75.22846107
,Nursing and residential care facilities,49.5020649,-115.7749363
long-term care home,Nursing and residential care facilities,42.03083044,-82.59816325
retirement home,Nursing and residential care facilities,44.01223925,-77.14248949
mental health and addiction organization,Nursing and residential care facilities,43.66070949,-79.38355728
nurse practitioner led clinic,Ambulatory health care services,46.10621734,-80.62617992
long-term care home,Nursing and residential care facilities,44.2012069,-77.0375329
mental health and addiction organization,Ambulatory health care services,43.69622638,-79.7472506
community support service,Ambulatory health care services,43.76625,-79.57303415
long-term care home,Nursing and residential care facilities,44.342364,-78.747889
long-term care home,Nursing and residential care facilities,43.66633069,-79.37402148
mental health and addiction organization,Nursing and residential care facilities,44.56029767,-80.92589916
general,Hospitals,49.8655484,-111.3793987
,Nursing and residential care facilities,49.1623587,-122.5823423
long-term care home,Nursing and residential care facilities,43.18091791,-79.2490312
long-term care home,Nursing and residential care facilities,43.60195707,-79.49680752
long-term care home,Nursing and residential care facilities,45.30976033,-75.9009793
retirement home,Nursing and residential care facilities,45.09946782,-75.22728616
retirement home,Nursing and residential care facilities,45.36233335,-80.03838435
long-term care home,Nursing and residential care facilities,42.88836551,-80.14081206
retirement home,Nursing and residential care facilities,42.90403357,-78.92909258
long-term care home,Nursing and residential care facilities,45.43785466,-75.68321333
community health centre,Ambulatory health care services,44.47448562,-77.31669239
long-term care home,Nursing and residential care facilities,44.74034089,-81.12803284
,Nursing and residential care facilities,49.2565375,-122.8710548
mental health and addiction organization,Nursing and residential care facilities,42.98820377,-79.25069868
other,Ambulatory health care services,,
other,Ambulatory health care services,,
mental health and addiction organization,Ambulatory health care services,43.65124129,-79.37027698
mental health and addiction organization,Nursing and residential care facilities,43.67398969,-79.40582219
general,Hospitals,43.644797,-79.933322
nurse practitioner led clinic,Ambulatory health care services,44.4116603,-79.66675384
family health team - contract,Ambulatory health care services,44.50108939,-80.20516252
,Nursing and residential care facilities,56.2337165,-120.8340087
long-term care home,Nursing and residential care facilities,44.56929937,-80.92272196
long-term care home,Nursing and residential care facilities,44.76796585,-79.91976266
nurse practitioner led clinic,Ambulatory health care services,44.304694,-79.361197
general,Hospitals,49.7226939,-86.9547123
mental health and addiction organization,Ambulatory health care services,45.43220386,-75.69601434
mental health and addiction organization,Nursing and residential care facilities,43.78638301,-79.4118822
,Nursing and residential care facilities,49.1337379,-123.1212091
retirement home,Nursing and residential care facilities,43.88515973,-81.31294852
long-term care home,Nursing and residential care facilities,42.92080238,-78.91490397
community support service,Ambulatory health care services,43.12915187,-79.83736468
long-term care home,Nursing and residential care facilities,45.39876525,-75.68635693
long-term care home,Nursing and residential care facilities,43.91589256,-78.68988509
